0,999999
1,999999
2,999999
3,999999
4,999999
5,999999
6,999999
7,999999
8,999999
9,999999
10,999999
11,999999
12,999999
13,999999
14,999999
15,999999
16,999999
17,999999
18,999999
19,999999
20,999999
21,999999
22,999999
23,999999
24,999999
25,999999
26,999999
27,999999
28,999999
29,999999
30,999999
31,999999
32,999999
33,999999
34,999999
35,999999
36,999999
37,999999
38,999999
39,999999
40,999999
41,999999
42,999999
43,999999
44,999999
45,999999
46,999999
47,999999
48,999999
49,999999
50,999999
51,999999
52,999999
53,999999
54,999999
55,999999
56,999999
57,999999
58,999999
59,999999
60,999999
61,999999
62,999999
63,999999
64,999999
65,999999
66,999999
67,999999
68,999999
69,999999
70,999999
71,999999
72,999999
73,999999
74,999999
75,999999
76,999999
77,999999
78,999999
79,999999
80,999999
81,999999
82,999999
83,999999
84,999999
85,999999
86,999999
87,999999
88,999999
89,999999
90,999999
91,999999
92,999999
93,999999
94,999999
95,999999
96,999999
97,999999
98,999999
99,999999
100,999999
101,999999
102,999999
103,999999
104,999999
105,999999
106,999999
107,999999
108,999999
109,999999
110,999999
111,999999
112,999999
113,999999
114,999999
115,999999
116,999999
117,999999
118,999999
119,999999
120,999999
121,999999
122,999999
123,999999
124,999999
125,999999
126,999999
127,999999
128,999999
129,999999
130,999999
131,999999
132,999999
133,999999
134,999999
135,999999
136,999999
137,999999
138,999999
139,999999
140,999999
141,999999
142,999999
143,999999
144,999999
145,999999
146,999999
147,999999
148,999999
149,999999
150,999999
151,999999
152,999999
153,999999
154,999999
155,999999
156,999999
157,999999
158,999999
159,999999
160,999999
161,999999
162,999999
163,999999
164,999999
165,999999
166,999999
167,999999
168,999999
169,999999
170,999999
171,999999
172,999999
173,999999
174,999999
175,999999
176,999999
177,999999
178,999999
179,999999
180,999999
181,999999
182,999999
183,999999
184,999999
185,999999
186,999999
187,999999
188,999999
189,999999
190,999999
191,999999
192,999999
193,999999
194,999999
195,999999
196,999999
197,999999
198,999999
199,999999
200,999999
201,999999
202,999999
203,999999
204,999999
205,999999
206,999999
207,999999
208,999999
209,999999
210,999999
211,999999
212,999999
213,999999
214,999999
215,999999
216,999999
217,999999
218,999999
219,999999
220,999999
221,999999
222,999999
223,999999
224,999999
225,999999
226,999999
227,999999
228,999999
229,999999
230,999999
231,999999
232,999999
233,999999
234,999999
235,999999
236,999999
237,999999
238,999999
239,999999
240,999999
241,999999
242,999999
243,999999
244,999999
245,999999
246,999999
247,999999
248,999999
249,999999
250,999999
251,999999
252,999999
253,999999
254,999999
255,999999
256,999999
257,999999
258,999999
259,999999
260,999999
261,999999
262,999999
263,999999
264,999999
265,999999
266,999999
267,999999
268,999999
269,999999
270,999999
271,999999
272,999999
273,999999
274,999999
275,999999
276,999999
277,999999
278,999999
279,999999
280,999999
281,999999
282,999999
283,999999
284,999999
285,999999
286,999999
287,999999
288,999999
289,999999
290,999999
291,999999
292,999999
293,999999
294,999999
295,999999
296,999999
297,999999
298,999999
299,999999
300,999999
301,999999
302,999999
303,999999
304,999999
305,999999
306,999999
307,999999
308,999999
309,999999
310,999999
311,999999
312,999999
313,999999
314,999999
315,999999
316,999999
317,999999
318,999999
319,999999
320,999999
321,999999
322,999999
323,999999
324,999999
325,999999
326,999999
327,999999
328,999999
329,999999
330,999999
331,999999
332,999999
333,999999
334,999999
335,999999
336,999999
337,999999
338,999999
339,999999
340,999999
341,999999
342,999999
343,999999
344,999999
345,999999
346,999999
347,999999
348,999999
349,999999
350,999999
351,999999
352,999999
353,999999
354,999999
355,999999
356,999999
357,999999
358,999999
359,999999
