0,0.000000,1.000000
1,0.017452,0.999848
2,0.034899,0.999391
3,0.052336,0.998630
4,0.069756,0.997564
5,0.087156,0.996195
6,0.104528,0.994522
7,0.121869,0.992546
8,0.139173,0.990268
9,0.156434,0.987688
10,0.173648,0.984808
11,0.190809,0.981627
12,0.207912,0.978148
13,0.224951,0.974370
14,0.241922,0.970296
15,0.258819,0.965926
16,0.275637,0.961262
17,0.292372,0.956305
18,0.309017,0.951057
19,0.325568,0.945519
20,0.342020,0.939693
21,0.358368,0.933580
22,0.374607,0.927184
23,0.390731,0.920505
24,0.406737,0.913545
25,0.422618,0.906308
26,0.438371,0.898794
27,0.453990,0.891007
28,0.469472,0.882948
29,0.484810,0.874620
30,0.500000,0.866025
31,0.515038,0.857167
32,0.529919,0.848048
33,0.544639,0.838671
34,0.559193,0.829038
35,0.573576,0.819152
36,0.587785,0.809017
37,0.601815,0.798636
38,0.615661,0.788011
39,0.629320,0.777146
40,0.642788,0.766044
41,0.656059,0.754710
42,0.669131,0.743145
43,0.681998,0.731354
44,0.694658,0.719340
45,0.707107,0.707107
46,0.719340,0.694658
47,0.731354,0.681998
48,0.743145,0.669131
49,0.754710,0.656059
50,0.766044,0.642788
51,0.777146,0.629320
52,0.788011,0.615661
53,0.798636,0.601815
54,0.809017,0.587785
55,0.819152,0.573576
56,0.829038,0.559193
57,0.838671,0.544639
58,0.848048,0.529919
59,0.857167,0.515038
60,0.866025,0.500000
61,0.874620,0.484810
62,0.882948,0.469472
63,0.891007,0.453990
64,0.898794,0.438371
65,0.906308,0.422618
66,0.913545,0.406737
67,0.920505,0.390731
68,0.927184,0.374607
69,0.933580,0.358368
70,0.939693,0.342020
71,0.945519,0.325568
72,0.951057,0.309017
73,0.956305,0.292372
74,0.961262,0.275637
75,0.965926,0.258819
76,0.970296,0.241922
77,0.974370,0.224951
78,0.978148,0.207912
79,0.981627,0.190809
80,0.984808,0.173648
81,0.987688,0.156434
82,0.990268,0.139173
83,0.992546,0.121869
84,0.994522,0.104528
85,0.996195,0.087156
86,0.997564,0.069756
87,0.998630,0.052336
88,0.999391,0.034899
89,0.999848,0.017452
90,1.000000,0.000000
91,0.999848,-0.017452
92,0.999391,-0.034899
93,0.998630,-0.052336
94,0.997564,-0.069756
95,0.996195,-0.087156
96,0.994522,-0.104528
97,0.992546,-0.121869
98,0.990268,-0.139173
99,0.987688,-0.156434
100,0.984808,-0.173648
101,0.981627,-0.190809
102,0.978148,-0.207912
103,0.974370,-0.224951
104,0.970296,-0.241922
105,0.965926,-0.258819
106,0.961262,-0.275637
107,0.956305,-0.292372
108,0.951057,-0.309017
109,0.945519,-0.325568
110,0.939693,-0.342020
111,0.933580,-0.358368
112,0.927184,-0.374607
113,0.920505,-0.390731
114,0.913545,-0.406737
115,0.906308,-0.422618
116,0.898794,-0.438371
117,0.891007,-0.453990
118,0.882948,-0.469472
119,0.874620,-0.484810
120,0.866025,-0.500000
121,0.857167,-0.515038
122,0.848048,-0.529919
123,0.838671,-0.544639
124,0.829038,-0.559193
125,0.819152,-0.573576
126,0.809017,-0.587785
127,0.798636,-0.601815
128,0.788011,-0.615661
129,0.777146,-0.629320
130,0.766044,-0.642788
131,0.754710,-0.656059
132,0.743145,-0.669131
133,0.731354,-0.681998
134,0.719340,-0.694658
135,0.707107,-0.707107
136,0.694658,-0.719340
137,0.681998,-0.731354
138,0.669131,-0.743145
139,0.656059,-0.754710
140,0.642788,-0.766044
141,0.629320,-0.777146
142,0.615661,-0.788011
143,0.601815,-0.798636
144,0.587785,-0.809017
145,0.573576,-0.819152
146,0.559193,-0.829038
147,0.544639,-0.838671
148,0.529919,-0.848048
149,0.515038,-0.857167
150,0.500000,-0.866025
151,0.484810,-0.874620
152,0.469472,-0.882948
153,0.453990,-0.891007
154,0.438371,-0.898794
155,0.422618,-0.906308
156,0.406737,-0.913545
157,0.390731,-0.920505
158,0.374607,-0.927184
159,0.358368,-0.933580
160,0.342020,-0.939693
161,0.325568,-0.945519
162,0.309017,-0.951057
163,0.292372,-0.956305
164,0.275637,-0.961262
165,0.258819,-0.965926
166,0.241922,-0.970296
167,0.224951,-0.974370
168,0.207912,-0.978148
169,0.190809,-0.981627
170,0.173648,-0.984808
171,0.156434,-0.987688
172,0.139173,-0.990268
173,0.121869,-0.992546
174,0.104528,-0.994522
175,0.087156,-0.996195
176,0.069756,-0.997564
177,0.052336,-0.998630
178,0.034899,-0.999391
179,0.017452,-0.999848
180,0.000000,-1.000000
181,-0.017452,-0.999848
182,-0.034899,-0.999391
183,-0.052336,-0.998630
184,-0.069756,-0.997564
185,-0.087156,-0.996195
186,-0.104528,-0.994522
187,-0.121869,-0.992546
188,-0.139173,-0.990268
189,-0.156434,-0.987688
190,-0.173648,-0.984808
191,-0.190809,-0.981627
192,-0.207912,-0.978148
193,-0.224951,-0.974370
194,-0.241922,-0.970296
